K,Cluster,Centroid
50,27,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
50,28,"[0.878859,0.694818,0.106375,0.352121,0.105575,0.452099,0.525873]"
50,29,"[0.881639,0.626741,0.095976,0.193837,0.406678,0.318498,0.593948]"
50,30,"[0.939773,0.44173 ,0.618283,0.35838 ,0.16278 ,0.21948 ,0.419222]"
50,31,"[0.978841,0.472793,0.388461,0.387206,0.194937,0.316768,0.406285]"
50,32,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
50,33,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
50,34,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
50,35,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
50,36,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
50,37,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
50,38,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
50,39,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
50,40,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
50,41,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
50,42,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
50,43,"[0.923878,0.381425,0.636817,0.39365 ,0.10702 ,0.528923,0.273872]"
50,44,"[0.881267,0.593128,0.511937,0.200355,0.013556,0.556108,0.417361]"
50,45,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
50,46,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
50,47,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
50,48,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
50,49,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
50,50,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
